Order,Family,Genus,Species,Subspecies,Genus_species,Sample size,Sex,Method,Body weight (g),SVL (mm),Brain weight (g),Brain volume (mm3),Age Class,Species Name in original article,Reference,Remark
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,f,Mass,2.64,51,0.0268,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,f,Mass,2.23,49,0.0262,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,m,Mass,4.86,57,0.0446,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,m,Mass,4.15,57,0.0428,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,m,Mass,3.66,54,0.0379,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,m,Mass,3.27,51,0.0369,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,m,Mass,2.39,49,0.028,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,m,Mass,2.4,48,0.0281,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Emoia,pallidiceps,,Emoia_pallidiceps,1,m,Mass,2.08,46,0.0308,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Eumeces,schneideri,,Eumeces_schneideri,1,unknown,Mass,51.7,,0.1715,,Adult,Eumeces schneiderii,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,3.83,52,0.0289,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,3.2,50,0.0294,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,3.41,49,0.0289,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,2.46,48,0.0263,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,2.42,46,0.0248,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,2.15,46,0.0257,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,2.11,46,0.0234,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,1.99,46,0.0242,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,2.35,45,0.028,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,2.18,44,0.0235,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,f,Mass,1.19,38,0.0204,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,5,59,0.0373,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,4.84,59,0.0387,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,4.74,56,0.0422,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,4.47,56,0.0361,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,4.28,56,0.037,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,3.09,49,0.0332,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,3.02,49,0.0303,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,2.76,49,0.0286,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,2.85,47,0.0282,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,2.22,46,0.0276,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,1.67,42,0.0221,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,1.59,40,0.0174,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Hemidactylus,frenatus,,Hemidactylus_frenatus,1,m,Mass,1.41,40,0.0199,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,f,Mass,1.49,44,0.0172,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,f,Mass,1.27,43,0.0156,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,f,Mass,1.47,41,0.017,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,f,Mass,1.14,41,0.013,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,f,Mass,1.1,38,0.0133,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,f,Mass,1.01,35,0.014,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,m,Mass,1.4,43,0.0192,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,m,Mass,1.17,41,0.0152,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,m,Mass,1.05,40,0.0145,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,m,Mass,1.34,39,0.0148,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,m,Mass,1.23,39,0.016,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,m,Mass,0.89,39,0.0137,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lepidodactylus,orientalis,,Lepidodactylus_orientalis,1,m,Mass,1.06,37,0.0133,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lophognathus,temporalis,,Lophognathus_temporalis,1,f,Mass,31.1,99,0.1395,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lophognathus,temporalis,,Lophognathus_temporalis,1,m,Mass,48.5,115,0.1708,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lophognathus,temporalis,,Lophognathus_temporalis,1,m,Mass,31.9,106,0.1573,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lophognathus,temporalis,,Lophognathus_temporalis,1,m,Mass,27,100,0.1493,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Lophognathus,temporalis,,Lophognathus_temporalis,1,m,Mass,30.1,98,0.1281,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Scincus,scincus,,Scincus_scincus,1,unknown,Mass,34.1,,0.116,,Adult,,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,1.21,43,0.0103,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,0.94,43,0.009,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,0.84,42,0.0104,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,1.3,40,0.0101,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,0.94,40,0.0077,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,0.94,40,0.0088,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,1.21,37,0.0086,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,f,Mass,0.82,37,0.01,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.47,46,0.0122,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.34,45,0.0109,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.34,44,0.0137,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.26,41,0.0107,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.47,40,0.0102,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.29,39,0.0103,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.13,39,0.0101,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,1.09,38,0.0095,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Scincidae,Sphenomorphus,fragilis,,Sphenomorphus_fragilis,1,m,Mass,0.88,37,0.0107,,Adult,,"Black DG (1983) Encephalization of Australian lizards. Unpublished MSc thesis, Monash University, Clayton, Australia.",
Squamata,Teiidae,Ameiva,sp.,,Ameiva_sp.,1,unknown,Mass,27.1,,0.231,,Adult,,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Teiidae,Callopistes,maculatus,,Callopistes_maculatus,1,unknown,Mass,50.3,,0.318,,Adult,,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Trogonophidae,Trogonophis,wiegmanni,,Trogonophis_wiegmanni,1,unknown,Mass,6.5,,0.021,,Adult,,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Varanidae,Varanus,griseus,,Varanus_griseus,1,unknown,Mass,254.2,,0.722,,Adult,,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Varanidae,Varanus,niloticus,,Varanus_niloticus,1,unknown,Mass,7500,,2.44,,unknown,,Dubois E (1913) On the relation between the quantity of brain and the size of the body in vertebrates,
Squamata,Viperidae,Agkistrodon,piscivorus,,Agkistrodon_piscivorus,1,unknown,Mass,728,,0.64,,Adult,,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Squamata,Viperidae,Cerastes,vipera,,Cerastes_vipera,1,unknown,Mass,62.1,,0.076,,Adult,,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Viperidae,Vipera,aspis,,Vipera_aspis,1,unknown,Mass,68.7,,0.1015,,Adult,,Platel R (1975) Z. Zool. Syst. Evolutionsforsh. 13:161-184,
Squamata,Viperidae,Vipera,berus,,Vipera_berus,7,unknown,Mass,64.2,,0.105,,Adult,,Dubois E (1913) On the relation between the quantity of brain and the size of the body in vertebrates,
Testudines,Cheloniidae,Caretta,caretta,,Caretta_caretta,1,unknown,Mass,5443,,2.7,,Adult,,Crisp E (1855) Proc. Zool. Soc. Lond. 23,
Testudines,Cheloniidae,Chelonia,mydas,,Chelonia_mydas,1,f,Mass,114300,,8.6,,Adult,,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Testudines,Chelydridae,Chelydra,serpentina,,Chelydra_serpentina,1,f,Mass,5125,,0.98,,Adult,,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Testudines,Chelydridae,Macrochelys,temminckii,,Macrochelys_temminckii,1,unknown,Mass,1848,,1.01,,Adult,Macroclem temminckii,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Testudines,Emydidae,Clemmys,guttata,,Clemmys_guttata,1,m,Mass,2163,,1.36,,Adult,,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Testudines,Emydidae,Emys,orbicularis,,Emys_orbicularis,30,both,Mass,250,,0.25,,Adult,,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Testudines,Testudinidae,Testudo,graeca,,Testudo_graeca,30,both,Mass,320,,0.3,,Adult,,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Testudines,Testudinidae,Testudo,graeca,,Testudo_graeca,1,unknown,Mass,993.58,,0.36,,unknown,,Dubois E (1913) On the relation between the quantity of brain and the size of the body in vertebrates,
Testudines,Testudinidae,Testudo,graeca,,Testudo_graeca,1,unknown,Mass,267.5,,0.318,,Adult,,Platel R (1979) in Biology of the Reptilia Vol. 9 pp. 147-171,
Testudines,Testudinidae,Testudo,hermanni,,Testudo_hermanni,1,unknown,Mass,693.4,,0.476,,Adult,,Platel R (1979) in Biology of the Reptilia Vol. 9 pp. 147-171,
Testudines,Trionychidae,Apalone,ferox,,Apalone_ferox,1,unknown,Mass,3253,,2.5,,Adult,Trionyx ferox,Crile G and Quiring DP (1940) Ohio J Sci 5:219-285,
Testudinidae,Emydidae,Trachemys,scripta,,Trachemys_scripta,1,unknown,Mass,1418,,0.738,,Adult,Psudemys scripta,Quay WB (1972) Copeia 3:541-546,
